Source Page,Page Status,Link Text,Link Href,Link Status,Result
"/","200","Skip to main content","#main-content","ANCHOR","Same-page anchor"
"/","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/","200","Shop","/shop.html","PASS","HTTP 200"
"/","200","Services","/services.html","PASS","HTTP 200"
"/","200","Sell","#sell","ANCHOR","Same-page anchor"
"/","200","About","#about","ANCHOR","Same-page anchor"
"/","200","Contact","#contact","ANCHOR","Same-page anchor"
"/","200","Login","/shop-login.html","PASS","HTTP 200"
"/","200","Start Selling","/seller-login.html","PASS","HTTP 200"
"/","200","Electronics500+ Products","/shop.html?category=Electronics","PASS","HTTP 200"
"/","200","Fashion300+ Products","/shop.html?category=Fashion","PASS","HTTP 200"
"/","200","Mobiles150+ Products","/shop.html?category=Mobiles","PASS","HTTP 200"
"/","200","Home & Living200+ Products","/shop.html?category=Home","PASS","HTTP 200"
"/","200","Beauty180+ Products","/shop.html?category=Beauty","PASS","HTTP 200"
"/","200","Sports120+ Products","/shop.html?category=Sports","PASS","HTTP 200"
"/","200","View All","/shop.html?sort=newest","PASS","HTTP 200"
"/","200","Download on theApp Store","#","SKIP","Non-navigable link"
"/","200","(no text)","https://www.instagram.com/69shop.in","EXTERNAL","External — not tested"
"/","200","Dashboard","/seller-dashboard.html","PASS","HTTP 200"
"/","200","Education","/profile.html?section=help","PASS","HTTP 200"
"/","200","Partners","/services.html#distributors","WARN","Nav error: page.goto: Navigation to ""http://127.0.0.1:4173/services.html"" is interrupted by"
"/","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/","200","Terms of Service","/docs/terms.html","PASS","HTTP 200"
"/","200","Shipping Policy","/docs/shipping.html","PASS","HTTP 200"
"/","200","Cart","javascript:void(0)","SKIP","Non-navigable link"
"/","200","PAGE SUMMARY: 25 unique links | 17 pass | 1 fail | 7 skip","/","SUMMARY","Audit complete"
"/shop.html","200","Skip to main content","#main-content","ANCHOR","Same-page anchor"
"/shop.html","200","Shop Now","#deals","ANCHOR","Same-page anchor"
"/shop.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/shop.html","200","Dashboard","/profile.html?section=dashboard","PASS","HTTP 200"
"/shop.html","200","My Orders","/profile.html?section=orders","PASS","HTTP 200"
"/shop.html","200","Wishlist","/profile.html?section=wishlist","FAIL","HTTP 0"
"/shop.html","200","My Cart","/profile.html?section=cart","PASS","HTTP 200"
"/shop.html","200","Messages 0","/messages.html","FAIL","HTTP 0"
"/shop.html","200","Notifications 5","/profile.html?section=notifications","PASS","HTTP 200"
"/shop.html","200","My Addresses","/profile.html?section=addresses","PASS","HTTP 200"
"/shop.html","200","Payment Methods","/profile.html?section=payments","PASS","HTTP 200"
"/shop.html","200","My Subscriptions","/profile.html?section=subscriptions","FAIL","HTTP 0"
"/shop.html","200","My Reviews","/profile.html?section=reviews","PASS","HTTP 200"
"/shop.html","200","Settings","/profile.html?section=settings","PASS","HTTP 200"
"/shop.html","200","Help & Support","/profile.html?section=help","WARN","Nav error: page.goto: Navigation to ""http://127.0.0.1:4173/profile.html"" is interrupted by "
"/shop.html","200","Shop","/shop.html","PASS","HTTP 200"
"/shop.html","200","Go to Seller Dashboard","/seller-dashboard.html","PASS","HTTP 200"
"/shop.html","200","Become a Seller","/#sell","WARN","Nav error: page.goto: Navigation to ""http://127.0.0.1:4173/"" is interrupted by another navi"
"/shop.html","200","Login / Sign Up","/shop-login.html","WARN","Nav error: page.goto: Navigation to ""http://127.0.0.1:4173/shop-login.html"" is interrupted "
"/shop.html","200","Electronics Smartphones, Laptops & More Up to 60% OFF TRENDI","/category-electronics.html","PASS","HTTP 200"
"/shop.html","200","Fashion Clothing, Shoes & Accessories NEW ARRIVALS","/category-fashion.html","PASS","HTTP 200"
"/shop.html","200","Home & Living Furniture, Decor & Kitchen FREE DELIVERY","/category-home.html","PASS","HTTP 200"
"/shop.html","200","Beauty Skincare & Makeup","/category-beauty.html","PASS","HTTP 200"
"/shop.html","200","Sports Fitness & Outdoor","/category-sports.html","PASS","HTTP 200"
"/shop.html","200","Groceries Fresh & Packaged","/category-groceries.html","PASS","HTTP 200"
"/shop.html","200","Books Fiction & Non-Fiction","/category-books.html","PASS","HTTP 200"
"/shop.html","200","Services Book Trusted Providers TOP RATED BOOK NOW","/services.html","PASS","HTTP 200"
"/shop.html","200","Toys & Games","/category-toys.html","PASS","HTTP 200"
"/shop.html","200","Automotive","/category-automotive.html","PASS","HTTP 200"
"/shop.html","200","Jewelry PREMIUM","/category-jewelry.html","PASS","HTTP 200"
"/shop.html","200","Visit Store","javascript:void(0)","SKIP","Non-navigable link"
"/shop.html","200","(no text)","/product.html?id=b4","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=auto3","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=g3","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=jew2","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=s1","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=b2","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=auto1","PASS","HTTP 200"
"/shop.html","200","(no text)","/product.html?id=e6","PASS","HTTP 200"
"/shop.html","200","Browse services","/services.html#directory","PASS","HTTP 200"
"/shop.html","200","Plan jewellery brief","/services.html#handmade-jewellery","PASS","HTTP 200"
"/shop.html","200","Reserve pleating crew","/services.html#saree-prepleating","PASS","HTTP 200"
"/shop.html","200","Plan tasting","/services.html#bakery","PASS","HTTP 200"
"/shop.html","200","Schedule shoot","/services.html#photographers","PASS","HTTP 200"
"/shop.html","200","Clear all","#","SKIP","Non-navigable link"
"/shop.html","200","(no text)","https://www.instagram.com/69shop.in","EXTERNAL","External — not tested"
"/shop.html","200","Mobiles","/mobiles.html","PASS","HTTP 200"
"/shop.html","200","Headphones","/headphones.html","PASS","HTTP 200"
"/shop.html","200","Appliances","/appliances.html","PASS","HTTP 200"
"/shop.html","200","Home Needs","/home-needs.html","PASS","HTTP 200"
"/shop.html","200","About Us","/#about","PASS","HTTP 200"
"/shop.html","200","Partner Program","/services.html#distributors","PASS","HTTP 200"
"/shop.html","200","Help Center","/#contact","PASS","HTTP 200"
"/shop.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/shop.html","200","Terms of Service","/docs/terms.html","PASS","HTTP 200"
"/shop.html","200","Shipping Policy","/docs/shipping.html","PASS","HTTP 200"
"/shop.html","200","PAGE SUMMARY: 56 unique links | 45 pass | 6 fail | 5 skip","/shop.html","SUMMARY","Audit complete"
"/services.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/services.html","200","Shop","/shop.html","PASS","HTTP 200"
"/services.html","200","Services","/services.html","PASS","HTTP 200"
"/services.html","200","Login","/shop-login.html","PASS","HTTP 200"
"/services.html","200","Preview Categories","#directory","ANCHOR","Same-page anchor"
"/services.html","200","Book jewellery expert","#handmade-jewellery","ANCHOR","Same-page anchor"
"/services.html","200","Reserve pleating crew","#saree-prepleating","ANCHOR","Same-page anchor"
"/services.html","200","Customise hampers","#handmade-gifts","ANCHOR","Same-page anchor"
"/services.html","200","Plan tasting","#bakery","ANCHOR","Same-page anchor"
"/services.html","200","Discuss territories","#distributors","ANCHOR","Same-page anchor"
"/services.html","200","Schedule shoot","#photographers","ANCHOR","Same-page anchor"
"/services.html","200","Talk to concierge","#contact","ANCHOR","Same-page anchor"
"/services.html","200","Review growth toolkit","/profile.html?section=dashboard","PASS","HTTP 200"
"/services.html","200","Call +91 98765 43210","tel:+919876543210","SKIP","Non-navigable link"
"/services.html","200","info@69shop.in","mailto:info@69shop.in","SKIP","Non-navigable link"
"/services.html","200","WhatsApp Concierge","https://wa.me/919876543210","EXTERNAL","External — not tested"
"/services.html","200","(no text)","https://www.instagram.com/69shop.in","EXTERNAL","External — not tested"
"/services.html","200","(no text)","#","SKIP","Non-navigable link"
"/services.html","200","Sell","/#sell","PASS","HTTP 200"
"/services.html","200","support@69shop.in","mailto:support@69shop.in","SKIP","Non-navigable link"
"/services.html","200","Search","/search.html","PASS","HTTP 200"
"/services.html","200","Chat","/messages.html","PASS","HTTP 200"
"/services.html","200","Profile","/profile.html","PASS","HTTP 200"
"/services.html","200","PAGE SUMMARY: 23 unique links | 9 pass | 0 fail | 14 skip","/services.html","SUMMARY","Audit complete"
"/shop-login.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/shop-login.html","200","Forgot Password?","#","SKIP","Non-navigable link"
"/shop-login.html","200","Terms of Service","/docs/terms.html","PASS","HTTP 200"
"/shop-login.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/shop-login.html","200","Register as Seller","/seller-login.html","PASS","HTTP 200"
"/shop-login.html","200","Home","/shop.html","PASS","HTTP 200"
"/shop-login.html","200","Search","/search.html","PASS","HTTP 200"
"/shop-login.html","200","Services","/services.html","PASS","HTTP 200"
"/shop-login.html","200","Login","/shop-login.html","PASS","HTTP 200"
"/shop-login.html","200","Profile","/profile.html","PASS","HTTP 200"
"/shop-login.html","200","PAGE SUMMARY: 10 unique links | 9 pass | 0 fail | 1 skip","/shop-login.html","SUMMARY","Audit complete"
"/profile.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/profile.html","200","Forgot Password?","#","SKIP","Non-navigable link"
"/profile.html","200","Terms of Service","/docs/terms.html","PASS","HTTP 200"
"/profile.html","200","Privacy Policy","/docs/privacy.html","PASS","HTTP 200"
"/profile.html","200","Register as Seller","/seller-login.html","PASS","HTTP 200"
"/profile.html","200","Home","/shop.html","PASS","HTTP 200"
"/profile.html","200","Search","/search.html","PASS","HTTP 200"
"/profile.html","200","Services","/services.html","PASS","HTTP 200"
"/profile.html","200","Login","/shop-login.html","PASS","HTTP 200"
"/profile.html","200","Profile","/profile.html","PASS","HTTP 200"
"/profile.html","200","PAGE SUMMARY: 10 unique links | 9 pass | 0 fail | 1 skip","/profile.html","SUMMARY","Audit complete"
"/product.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/product.html","200","Shop","/shop.html","PASS","HTTP 200"
"/product.html","200","PAGE SUMMARY: 2 unique links | 2 pass | 0 fail | 0 skip","/product.html","SUMMARY","Audit complete"
"/brand-store.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/brand-store.html","200","Shop","/shop.html","PASS","HTTP 200"
"/brand-store.html","200","Services","/services.html","PASS","HTTP 200"
"/brand-store.html","200","Login","/shop-login.html","PASS","HTTP 200"
"/brand-store.html","200","Cart","/profile.html?section=cart","PASS","HTTP 200"
"/brand-store.html","200","Wishlist","/profile.html?section=wishlist","PASS","HTTP 200"
"/brand-store.html","200","Profile","/profile.html","PASS","HTTP 200"
"/brand-store.html","200","PAGE SUMMARY: 7 unique links | 7 pass | 0 fail | 0 skip","/brand-store.html","SUMMARY","Audit complete"
"/book-service.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/book-service.html","200","Shop","/shop.html","PASS","HTTP 200"
"/book-service.html","200","Services","/services.html","PASS","HTTP 200"
"/book-service.html","200","Login","/shop-login.html","PASS","HTTP 200"
"/book-service.html","200","info@69shop.in","mailto:info@69shop.in","SKIP","Non-navigable link"
"/book-service.html","200","Search","/search.html","PASS","HTTP 200"
"/book-service.html","200","Chat","/messages.html","PASS","HTTP 200"
"/book-service.html","200","Profile","/profile.html","PASS","HTTP 200"
"/book-service.html","200","PAGE SUMMARY: 8 unique links | 7 pass | 0 fail | 1 skip","/book-service.html","SUMMARY","Audit complete"
"/search.html","200","69SHOP.IN Premium Marketplace","/","PASS","HTTP 200"
"/search.html","200","All Products","/shop.html","PASS","HTTP 200"
"/search.html","200","OnePlus","?brand=OnePlus","ANCHOR","Same-page query/anchor"
"/search.html","200","Samsung","?brand=Samsung","ANCHOR","Same-page query/anchor"
"/search.html","200","Apple","?brand=Apple","ANCHOR","Same-page query/anchor"
"/search.html","200","Xiaomi","?brand=Xiaomi","ANCHOR","Same-page query/anchor"
"/search.html","200","Realme","?brand=Realme","ANCHOR","Same-page query/anchor"
"/search.html","200","Google","?brand=Google","ANCHOR","Same-page query/anchor"
"/search.html","200","Sony","?brand=Sony","ANCHOR","Same-page query/anchor"
"/search.html","200","Bose","?brand=Bose","ANCHOR","Same-page query/anchor"
"/search.html","200","(no text)","/product.html?id=m1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m6","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=m7","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=h1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=h2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=h3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=h4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=h5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=a1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=a2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=a3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=a4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=a5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=hn1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=hn2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=hn3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=hn4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=hn5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=e6","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=f6","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=b1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=b2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=b3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=b4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=b5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=s6","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=g1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=g2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=g3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=g4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=g5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bk1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bk2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bk3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bk4","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bk5","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=toy1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=toy2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=toy3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=auto1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=auto2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=auto3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=jew1","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=jew2","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=jew3","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=bTqXYW8kZeDzlpV3TyEe","PASS","HTTP 200"
"/search.html","200","(no text)","/product.html?id=tWwoFmYUAJTV1WwuFNp2","PASS","HTTP 200"
"/search.html","200","Nike","?q=Nike","ANCHOR","Same-page query/anchor"
"/search.html","200","Samsung","?q=Samsung","ANCHOR","Same-page query/anchor"
"/search.html","200","iPhone","?q=iPhone","ANCHOR","Same-page query/anchor"
"/search.html","200","Watch","?q=Watch","ANCHOR","Same-page query/anchor"
"/search.html","200","Shoes","?q=Shoes","ANCHOR","Same-page query/anchor"
"/search.html","200","Puma","?brand=Puma","ANCHOR","Same-page query/anchor"
"/search.html","200","Electronics","?category=Electronics","ANCHOR","Same-page query/anchor"
"/search.html","200","Services","/services.html","PASS","HTTP 200"
"/search.html","200","Terms","/docs/terms.html","PASS","HTTP 200"
"/search.html","200","Privacy","/docs/privacy.html","PASS","HTTP 200"
"/search.html","200","Search","/search.html","PASS","HTTP 200"
"/search.html","200","Chat","/messages.html","PASS","HTTP 200"
"/search.html","200","Profile","/profile.html","PASS","HTTP 200"
